id,toxic,severe_toxic,obscene,threat,insult,identity_hate
3416991448,0,0,0,0,0,0
3422134245,0,0,0,0,0,0
3424062274,0,0,0,0,0,0
3434644401,0,0,0,0,0,0
3442298497,0,0,0,0,0,0
3445951515,0,0,0,0,0,0
3452586384,0,0,0,0,0,0
3456115104,1,0,1,0,1,0
3485550038,0,0,0,0,0,0
3489244027,0,0,0,0,0,0
3493514045,0,0,0,0,0,0
3521324414,0,0,0,0,0,0
3540929837,0,0,0,0,0,0
3544885963,0,0,0,0,0,0
3550372031,0,0,0,0,0,0
3569123230,0,0,0,0,0,0
3592428901,0,0,0,0,0,0
3594062972,0,0,0,0,0,0
3595103012,0,0,0,0,0,0
3601094504,0,0,0,0,0,0
3604101515,0,0,0,0,0,0
3631340241,0,0,0,0,0,0
3642385781,0,0,0,0,0,0
3655886002,0,0,0,0,0,0
3656903173,0,0,0,0,0,0
3662102955,0,0,0,0,0,0
3666074192,1,0,1,0,0,0
3666849584,0,0,0,0,0,0
3668902992,0,0,0,0,0,0
3676668894,1,0,1,0,1,0
3682349874,0,0,0,0,0,0
3686232173,0,0,0,0,0,0
3688866976,0,0,0,0,0,0
3692217843,0,0,0,0,0,0
3709220207,0,0,0,0,0,0
3726878426,0,0,0,0,0,0
3733982411,1,0,0,0,0,0
3735913569,0,0,0,0,0,0
3741843554,0,0,0,0,0,0
3751962188,0,0,0,0,0,0
3755163448,0,0,0,0,0,0
3764518688,0,0,0,0,0,0
3771224114,0,0,0,0,0,0
3783846145,0,0,0,0,0,0
3787341154,0,0,0,0,0,0
3803023354,0,0,0,0,0,0
3808429134,0,0,0,0,0,0
3813816797,0,0,0,0,0,0
3842504905,0,0,0,0,0,0
3844716110,1,0,0,0,0,0
3851368994,0,0,0,0,0,0
3887287043,0,0,0,0,0,0
3893007480,0,0,0,0,0,0
3907242151,0,0,0,0,0,0
3908713987,0,0,0,0,0,0
3913405710,0,0,0,0,0,0
3920049744,0,0,0,0,0,0
3925318767,0,0,0,0,0,0
3933201378,1,0,1,0,0,0
3943533646,0,0,0,0,0,0
3969023453,0,0,0,0,0,0
3978768802,0,0,0,0,0,0
3985854194,0,0,0,0,0,0
3988648094,0,0,0,0,0,0
3996279564,0,0,0,0,0,0
3998877803,0,0,0,0,0,0
4019401045,0,0,0,0,0,0
4029647358,0,0,0,0,0,0
4037787032,0,0,0,0,0,0
4042356254,0,0,0,0,0,0
4049472044,0,0,0,0,0,0
4052639779,0,0,0,0,0,0
4052659053,0,0,0,0,0,0
4053160842,0,0,0,0,0,0
4059351914,0,0,0,0,0,0
4074474972,0,0,0,0,0,0
4084299798,0,0,0,0,0,0
4103209649,0,0,0,0,0,0
4111217019,1,0,0,0,0,0
4115491095,0,0,0,0,0,0
4115793139,0,0,0,0,0,0
4125103437,0,0,0,0,0,0
4128938872,0,0,0,0,0,0
4138861260,0,0,0,0,0,0
4139541899,0,0,0,0,0,0
4141624287,0,0,0,0,0,0
4146644134,0,0,0,0,0,0
4161974951,0,0,0,0,0,0
4166248118,0,0,0,0,0,0
4200423736,0,0,0,0,0,0
4241938761,0,0,0,0,0,0
4245760995,0,0,0,0,0,0
4247387150,0,0,0,0,0,0
4262175618,0,0,0,0,0,0
4284228332,0,0,0,0,0,0
4319824577,0,0,0,0,0,0
4322073318,0,0,0,0,0,0
4322725117,0,0,0,0,0,0
4327324287,0,0,0,0,0,0
4328489875,0,0,0,0,0,0
4338641239,0,0,0,0,0,0
4349126668,0,0,0,0,0,0
4366538503,0,0,0,0,0,0
4389426298,0,0,0,0,0,0
4399171424,0,0,0,0,0,0
4403529827,0,0,0,0,0,0
4403937901,0,0,0,0,0,0
4422226874,0,0,0,0,0,0
4434254226,0,0,0,0,0,0
4438456251,0,0,0,0,0,0
4439809157,0,0,0,0,0,0
4442352112,0,0,0,0,0,0
4449009805,0,0,0,0,0,0
4458509582,1,0,1,0,1,0
4478320237,0,0,0,0,0,0
4479956647,0,0,0,0,0,0
4501564631,0,0,0,0,0,0
4509662820,0,0,0,0,0,0
4513863235,0,0,0,0,0,0
4518929549,0,0,0,0,0,0
4522307661,0,0,0,0,0,0
4538557498,0,0,0,0,0,0
4555109618,0,0,0,0,0,0
4562557799,0,0,0,0,0,0
4570717827,0,0,0,0,0,0
4571440855,0,0,0,0,0,0
4573662562,0,0,0,0,0,0
4586037084,0,0,0,0,0,0
4613446107,0,0,0,0,0,0
4614685693,0,0,0,0,0,0
4619717518,0,0,0,0,0,0
4622411778,0,0,0,0,0,0
4631253826,0,0,0,0,0,0
4637027044,0,0,0,0,0,0
4638601029,0,0,0,0,0,0
4645048788,0,0,0,0,0,0
4651969382,1,0,1,0,1,0
4683464107,0,0,0,0,0,0
4685113670,0,0,0,0,0,0
4690682714,0,0,0,0,0,0
4739860249,0,0,0,0,0,0
4747633039,0,0,0,0,0,0
4752084034,0,0,0,0,0,0
4785988521,0,0,0,0,0,0
4800124808,0,0,0,0,0,0
4812081730,0,0,0,0,0,0
4821695732,0,0,0,0,0,0
4825268486,0,0,0,0,0,0
4828500189,0,0,0,0,0,0
4832622328,0,0,0,0,0,0
4848676414,0,0,0,0,0,0
4871474567,0,0,0,0,0,0
4877737228,0,0,0,0,0,0
4899197725,0,0,0,0,0,0
4906864109,0,0,0,0,0,0
4911730090,0,0,0,0,0,0
4944192116,0,0,0,0,0,0
4961651925,1,1,1,0,1,0
4981612342,0,0,0,0,0,0
5001526614,1,0,0,0,0,0
5007968898,0,0,0,0,0,0
5018749588,0,0,0,0,0,0
5023699487,0,0,0,0,0,0
5024929854,0,0,0,0,0,0
5032311691,0,0,0,0,0,0
5043307451,0,0,0,0,0,0
5071029494,0,0,0,0,0,0
5093285312,1,0,1,0,1,0
5108322013,0,0,0,0,0,0
5109445939,0,0,0,0,0,0
5128459198,0,0,0,0,0,0
5129602693,0,0,0,0,0,0
5131414348,0,0,0,0,0,0
5141607873,0,0,0,0,0,0
5143194874,0,0,0,0,0,0
5148693922,0,0,0,0,0,0
5154877654,0,0,0,0,0,0
5155134369,0,0,0,0,0,0
5184543663,0,0,0,0,0,0
5200557846,1,0,1,0,0,0
5205241476,0,0,0,0,0,0
5217417208,0,0,0,0,0,0
5218235480,0,0,0,0,0,0
5237257810,0,0,0,0,0,0
5250139113,0,0,0,0,0,0
5251479682,0,0,0,0,0,0
5280207195,0,0,0,0,0,0
5281435396,0,0,0,0,0,0
5285933881,1,0,1,0,1,0
5286924267,0,0,0,0,0,0
5311718266,0,0,0,0,0,0
5352401656,0,0,0,0,0,0
5363792142,0,0,0,0,0,0
5373621756,0,0,0,0,0,0
5374096044,0,0,0,0,0,0
5400097140,0,0,0,0,0,0
5411132792,0,0,0,0,0,0
5411890901,0,0,0,0,0,0
5414697700,0,0,0,0,0,0
5428841065,0,0,0,0,0,0
5445385080,0,0,0,0,0,0
5450766283,0,0,0,0,0,0
5461415049,0,0,0,0,0,0
5481161689,0,0,0,0,0,0
5499479826,0,0,0,0,0,0
5513244257,0,0,0,0,0,0
5515465016,0,0,0,0,0,0
5519753516,0,0,0,0,0,0
5524544320,0,0,0,0,0,0
5527050369,0,0,0,0,0,0
5529578903,0,0,0,0,0,0
5549004771,0,0,0,0,0,0
5559531935,0,0,0,0,0,0
5560692606,0,0,0,0,0,0
5565181350,0,0,0,0,0,0
5565816454,0,0,0,0,0,0
5577251089,0,0,0,0,0,0
5578881897,0,0,0,0,0,0
5587484443,0,0,0,0,0,0
5592466220,0,0,0,0,0,0
5604027394,0,0,0,0,0,0
5608385685,0,0,0,0,0,0
5620044198,0,0,0,0,0,0
5620612757,0,0,0,0,0,0
5650444379,0,0,0,0,0,0
5675193983,0,0,0,0,0,0
5676519107,0,0,0,0,0,0
5676567131,0,0,0,0,0,0
5712784281,0,0,0,0,0,0
5722526577,0,0,0,0,0,0
5741008483,0,0,0,0,0,0
5742222263,0,0,0,0,0,0
5744484977,0,0,0,0,0,0
5756758068,0,0,0,0,0,0
5774686301,0,0,0,0,0,0
5797178007,0,0,0,0,0,0
5805759512,0,0,0,0,0,0
5827453963,0,0,0,0,0,0
5846457893,0,0,0,0,0,0
5847927136,0,0,0,0,0,0
5867740789,0,0,0,0,0,0
5876414973,0,0,0,0,0,0
5882672344,0,0,0,0,0,0
5894559534,0,0,0,0,0,0
5905324515,0,0,0,0,0,0
5905749491,1,0,0,0,0,0
5907722748,0,0,0,0,0,0
5910542307,0,0,0,0,0,0
5920307729,0,0,1,0,1,1
5922830167,0,0,0,0,0,0
5931193116,0,0,0,0,0,0
5943345463,0,0,0,0,0,0
5954603369,0,0,0,0,0,0
5970495115,0,0,0,0,0,0
5976790826,1,0,1,0,1,0
5985816357,0,0,0,0,0,0
5989202679,0,0,0,0,0,0
6033390938,0,0,0,0,0,0
6045171959,0,0,0,0,0,0
6053260318,0,0,0,0,0,0
6065667330,0,0,0,0,0,0
6074026266,0,0,0,0,0,0
6086155969,0,0,0,0,0,0
6151112021,0,0,0,0,0,0
6152887604,1,0,1,0,1,0
6154130217,0,0,0,0,0,0
6157798653,0,0,0,0,0,0
6158098521,0,0,0,0,0,0
6158268438,0,0,0,0,0,0
6163821856,0,0,0,0,0,0
6173674523,0,0,0,0,0,0
6174148414,0,0,0,0,0,0
6190159052,1,0,1,0,1,1
6231470880,0,0,0,0,0,0
6234765482,0,0,0,0,0,0
6236914612,0,0,0,0,0,0
6242592607,0,0,0,0,0,0
6244130357,0,0,0,0,0,0
6247446359,0,0,0,0,0,0
6261260970,0,0,0,0,0,0
6275415756,0,0,0,0,0,0
6279269689,0,0,0,0,0,0
6281320008,0,0,0,0,0,0
6288541618,0,0,0,0,0,0
6289057046,0,0,0,0,0,0
6315968007,0,0,0,0,0,0
6321809950,0,0,0,0,0,0
6323020638,0,0,0,0,0,0
6346289114,0,0,0,0,0,0
6349582882,0,0,0,0,0,0
6355765927,0,0,0,0,0,0
6368749530,0,0,0,0,0,0
6376198617,0,0,0,0,0,0
6387484355,1,0,0,0,1,0
6399405008,0,0,0,0,0,0
6429085833,0,0,0,0,0,0
6466820583,0,0,0,0,0,0
6493343057,0,0,0,0,0,0
6497232605,0,0,0,0,0,0
6512610557,0,0,0,0,0,0
6515974574,0,0,0,0,0,0
6522150877,0,0,0,0,0,0
6523258589,0,0,0,0,0,0
6555962475,1,0,1,0,1,0
6559126731,0,0,0,0,0,0
6575741242,0,0,0,0,0,0
6576891918,0,0,0,0,0,0
6577333466,0,0,0,0,0,0
6592369368,1,0,0,0,0,0
6628805649,0,0,0,0,0,0
6635257656,1,0,1,0,1,0
6637134298,0,0,0,0,0,0
6639812708,0,0,0,0,0,0
6640291215,0,0,0,0,0,0
6644864689,0,0,0,0,0,0
6648921875,0,0,0,0,0,0
6651169921,0,0,0,0,0,0
6656537492,0,0,0,0,0,0
6665628638,0,0,0,0,0,0
6681621756,0,0,0,0,0,0
6700574109,0,0,0,0,0,0
6707201667,0,0,0,0,0,0
6725952863,0,0,0,0,0,0
6733117598,0,0,0,0,0,0
6749658991,0,0,0,0,0,0
6749807983,0,0,0,0,0,0
6763178756,0,0,0,0,0,0
6769700335,0,0,0,0,0,0
6782934424,1,0,0,0,0,0
6809805323,0,0,0,0,0,0
6820402685,0,0,0,0,0,0
6822378009,0,0,0,0,0,0
6828409214,0,0,0,0,0,0
6830158526,0,0,0,0,0,0
6845140119,0,0,0,0,0,0
6855842694,0,0,0,0,0,0
6896527397,0,0,0,0,0,0
6910042622,0,0,0,0,0,0
6932678913,0,0,0,0,0,0
6935525746,0,0,0,0,0,0
6937847959,0,0,0,0,0,0
6940372488,0,0,0,0,0,0
6966501552,1,0,1,0,1,0
6977248939,0,0,0,0,0,0
6988878640,0,0,0,0,0,0
7009246975,0,0,0,0,0,0
7029483357,0,0,0,0,0,0
7035869579,0,0,0,0,0,0
7036803932,0,0,0,0,0,0
7039348429,0,0,0,0,0,0
7079511059,0,0,0,0,0,0
7084026040,1,0,1,0,1,0
7091753251,0,0,0,0,0,0
7107055441,0,0,0,0,0,0
7107177232,0,0,0,0,0,0
7107800856,0,0,0,0,0,0
7119161801,0,0,0,0,0,0
7119536683,0,0,0,0,0,0
7127225874,0,0,0,0,0,0
7138583506,0,0,0,0,0,0
7142873213,0,0,0,0,0,0
7146244657,0,0,0,0,0,0
7155399692,0,0,0,0,0,0
7157821073,0,0,0,0,0,0
7179059984,0,0,0,0,0,0
7190882678,0,0,0,0,0,0
7191428834,0,0,0,0,0,0
7208016607,0,0,0,0,0,0
7218773776,0,0,0,0,0,0
7263515948,0,0,0,0,0,0
7264524636,0,0,0,0,0,0
7285192011,0,0,0,0,0,0
7291875480,0,0,0,0,0,0
7300557954,0,0,0,0,0,0
7324849418,0,0,0,0,0,0
7325109584,0,0,0,0,0,0
7333097644,0,0,0,0,0,0
7333317782,0,0,0,0,0,0
7339531688,0,0,0,0,0,0
7343169356,0,0,0,0,0,0
7361246451,0,0,0,0,0,0
7363591087,0,0,0,0,0,0
7378110920,0,0,0,0,0,0
7383843101,0,0,0,0,0,0
7390352552,0,0,0,0,0,0
7397010786,1,0,1,0,1,0
7416346296,0,0,0,0,0,0
7435397740,0,0,0,0,0,0
7440444059,0,0,0,0,0,0
7440971730,0,0,0,0,0,0
7459596224,0,0,0,0,0,0
7505302686,1,0,1,0,1,0
7536533869,0,0,0,0,0,0
7539129893,0,0,0,0,0,0
7542550676,0,0,1,0,0,0
7548054308,1,0,0,0,0,0
7571161951,0,0,0,0,0,0
7574342997,0,0,0,0,0,0
7577695878,1,1,1,0,0,0
7590711081,0,0,0,0,0,0
7626330117,0,0,0,0,0,0
7634676857,0,0,0,0,0,0
7641993954,0,0,0,0,0,0
7663943885,0,0,0,0,0,0
7664526452,0,0,0,0,0,0
7680652394,0,0,0,0,0,0
7683332169,0,0,0,0,0,0
7694896732,1,0,0,0,1,0
7699474820,0,0,0,0,0,0
7700278705,0,0,0,0,0,0
7706308906,0,0,0,0,0,0
7716901916,1,0,0,0,0,0
7729132018,0,0,0,0,0,0
7738090932,0,0,0,0,0,0
7763604060,0,0,0,0,0,0
7790685578,0,0,0,0,0,0
7817365409,0,0,0,0,0,0
7825284405,0,0,0,0,0,0
7825664076,0,0,0,0,0,0
7841770799,0,0,0,0,0,0
7843827462,1,0,1,0,1,0
7869302209,0,0,0,0,0,0
7874450640,0,0,0,0,0,0
7883060202,0,0,0,0,0,0
7886058742,0,0,0,0,0,0
7907769663,0,0,0,0,0,0
7912578268,0,0,0,0,0,0
7923273226,0,0,0,0,0,0
7926416431,0,0,0,0,0,0
7928892263,0,0,0,0,0,0
7947211487,0,0,0,0,0,0
7947949874,0,0,0,0,0,0
7990087143,0,0,0,0,0,0
7990799934,0,0,0,0,0,0
8007619783,0,0,0,0,0,0
8015920560,0,0,0,0,0,0
8018449163,0,0,0,0,0,0
8018847153,0,0,0,0,0,0
8026326807,0,0,0,0,0,0
8034118237,0,0,0,0,0,0
8043164441,1,0,0,0,0,0
8044744527,0,0,0,0,0,0
8066003092,0,0,0,0,0,0
8075875256,0,0,0,0,0,0
8076242292,0,0,0,0,0,0
8080991703,0,0,0,0,0,0
8092332430,0,0,0,0,0,0
8109996656,0,0,0,0,0,0
8114501554,1,0,1,0,1,0
8124004191,0,0,0,0,0,0
8125640354,0,0,0,0,0,0
8143145604,0,0,0,0,0,0
8153036043,0,0,0,0,0,0
8171709493,0,0,0,0,0,0
8175174586,0,0,0,0,0,0
8186703849,1,0,0,0,0,0
8193819111,0,0,0,0,0,0
8206813128,0,0,0,0,0,0
8230056000,0,0,0,0,0,0
8234707308,0,0,0,0,0,0
8247161202,1,0,0,0,1,0
8257820130,0,0,0,0,0,0
8258452956,0,0,0,0,0,0
8264419603,1,0,1,0,0,0
8273767804,0,0,0,0,0,0
8300677716,0,0,0,0,0,0
8310877484,0,0,0,0,0,0
8332586752,0,0,0,0,0,0
8334044385,0,0,0,0,1,0
8334193042,0,0,0,0,0,0
8357417476,0,0,0,0,0,0
8378197310,0,0,0,0,0,0
8380932760,0,0,0,0,0,0
8383501019,0,0,0,0,0,0
8392517040,0,0,0,0,0,0
8395813464,0,0,0,0,0,0
8397497553,1,0,0,0,0,0
8408004902,0,0,0,0,0,0
8419059973,0,0,0,0,0,0
8428431247,0,0,0,0,0,0
8431018806,0,0,0,0,0,0
8455566697,0,0,0,0,0,0
8456883731,1,0,0,0,0,0
8463532556,0,0,0,0,0,0
8469288234,0,0,0,0,0,0
8476348655,0,0,0,0,0,0
8495624199,1,0,0,0,0,0
8508803712,0,0,0,0,0,0
8513138241,1,1,1,0,1,0
8525133734,0,0,0,0,0,0
8525619924,1,0,1,0,0,0
8528490531,0,0,0,0,0,0
8546273566,0,0,0,0,0,0
8577222831,0,0,0,0,0,0
8579482922,0,0,0,0,0,0
8585335883,0,0,0,0,0,0
8588125838,1,0,0,0,1,0
8615484395,0,0,0,0,0,0
8618743379,0,0,0,0,0,0
8624766484,0,0,0,0,0,0
8626518544,0,0,0,0,0,0
8628311845,0,0,0,0,0,0
